filename,objectid,cdmid,size,title
arg-1974-10-22_lg_oilaid.jpg,arg-1974-10-22,10247,lg,oilaid
arg-1974-10-22_sm_fakepunt.jpg,arg-1974-10-22,10247,sm,fakepunt
arg-1974-12-13_md_steelheads.jpg,arg-1974-12-13,10261,md,steelheads
arg-1974-12-13_sm_getmoney.jpg,arg-1974-12-13,10261,sm,getmoney
arg-1974-12-13_xl_fees.jpg,arg-1974-12-13,10261,xl,fees
arg-1975-03-04_sm_events.jpg,arg-1975-03-04,10280,sm,events
arg-1994-04-01_sm_law.jpg,arg-1994-04-01,10400,sm,law
arg-1994-04-01_sm_jobs.jpg,arg-1994-04-01,10400,sm,jobs
arg-1936-11-24_sm_library.jpg,arg-1936-11-24,11320,sm,library
arg-1970-02-13_md_playbsu.jpg,arg-1970-02-13,3481,md,playbsu
arg-1970-02-13_sm_bball.jpg,arg-1970-02-13,3481,sm,bball
arg-1964-03-20_md_shakespeare.jpg,arg-1964-03-20,3491,md,shakespeare
arg-1964-03-20_sm_challenge.jpg,arg-1964-03-20,3491,sm,challenge
arg-1964-03-20_sm_chevy.jpg,arg-1964-03-20,3491,sm,chevy
arg-1971-03-10_lg_fire.jpg,arg-1971-03-10,3582,lg,fire
arg-1971-03-10_md_eatfree.jpg,arg-1971-03-10,3582,md,eatfree
arg-1971-03-10_md_wigsale.jpg,arg-1971-03-10,3582,md,wigsale
arg-1971-04-30_lg_namvets.jpg,arg-1971-04-30,3592,lg,namvets
arg-1971-09-14_md_lawgrowth.jpg,arg-1971-09-14,3599,md,lawgrowth
arg-1971-09-14_lg_tristateopens.jpg,arg-1971-09-14,3599,lg,tristateopens
arg-1971-09-14_md_td.jpg,arg-1971-09-14,3599,md,td
arg-1972-10-27_md_homecoming.jpg,arg-1972-10-27,3662,md,homecoming
arg-1972-10-27_sm_mcgovern.jpg,arg-1972-10-27,3662,sm,mcgovern
arg-1972-11-07_md_vote.jpg,arg-1972-11-07,3665,md,vote
arg-1972-11-07_md_jesseowens.jpg,arg-1972-11-07,3665,md,jesseowens
arg-1973-01-26_md_bellbottoms.jpg,arg-1973-01-26,3672,md,bellbottoms
arg-1973-01-26_lg_jimcroce.jpg,arg-1973-01-26,3672,lg,jimcroce
arg-1973-11-09_md_worstteam.jpg,arg-1973-11-09,3713,md,worstteam
arg-1974-04-30_lg_phoneresponse.jpg,arg-1974-04-30,3742,lg,phoneresponse
arg-1974-04-30_sm_streaker.jpg,arg-1974-04-30,3742,sm,streaker
arg-1974-04-30_md_calculator.jpg,arg-1974-04-30,3742,md,calculator
arg-1975-09-19_md_edgarwinter.jpg,arg-1975-09-19,3750,md,edgarwinter
arg-1975-09-19_sm_lovebug.jpg,arg-1975-09-19,3750,sm,lovebug
arg-1977-03-04_sm_rent.jpg,arg-1977-03-04,3836,sm,rent
arg-1977-02-11_md_creek.jpg,arg-1977-02-11,3850,md,creek
arg-1977-02-11_sm_raynukes.jpg,arg-1977-02-11,3850,sm,raynukes
arg-1982-01-19_md_fishbowl.jpg,arg-1982-01-19,9264,md,fishbowl
arg-1912-01-09_sm_south.jpg,arg-1912-01-09,1003,sm,south
arg-1912-03-19_sm_calendar.jpg,arg-1912-03-19,1014,sm,calendar
arg-1912-03-19_sm_gym.jpg,arg-1912-03-19,1014,sm,gym
arg-1912-04-30_sm_coeurdalene.jpg,arg-1912-04-30,1021,sm,coeurdalene
arg-1912-04-30_md_pirates.jpg,arg-1912-04-30,1021,md,pirates
arg-1912-04-30_md_photoplay.jpg,arg-1912-04-30,1021,md,photoplay
arg-1912-04-30_sm_stock.jpg,arg-1912-04-30,1021,sm,stock
arg-1913-04-16_sm_janitor.jpg,arg-1913-04-16,1049,sm,janitor
arg-1913-04-16_sm_sweaters.jpg,arg-1913-04-16,1049,sm,sweaters
arg-1913-02-12_sm_cheaped.jpg,arg-1913-02-12,1059,sm,cheaped
arg-1913-02-12_md_pen.jpg,arg-1913-02-12,1059,md,pen
arg-1913-02-12_md_busterbrown.jpg,arg-1913-02-12,1059,md,busterbrown
arg-1913-02-12_sm_costs.jpg,arg-1913-02-12,1059,sm,costs
arg-1913-11-27_sm_schoolreform.jpg,arg-1913-11-27,1065,sm,schoolreform
arg-1913-11-27_sm_hairymamoth.jpg,arg-1913-11-27,1065,sm,hairymamoth
arg-1913-10-16_sm_giants.jpg,arg-1913-10-16,1071,sm,giants
arg-1913-10-16_sm_urge.jpg,arg-1913-10-16,1071,sm,urge
arg-1913-10-16_sm_stock.jpg,arg-1913-10-16,1071,sm,stock
arg-1914-01-22_sm_engineers.jpg,arg-1914-01-22,1072,sm,engineers
arg-1914-01-22_sm_notinterested.jpg,arg-1914-01-22,1072,sm,notinterested
arg-1914-01-22_sm_spelling.jpg,arg-1914-01-22,1072,sm,spelling
arg-1912-10-22_xl_wsubeat.jpg,arg-1912-10-22,11202,xl,wsubeat
arg-1912-10-22_sm_rallies.jpg,arg-1912-10-22,11202,sm,rallies
arg-1912-10-22_sm_coedlibban.jpg,arg-1912-10-22,11202,sm,coedlibban
arg-1902-04-30_md_businessed.jpg,arg-1902-04-30,11210,md,businessed
arg-1902-04-30_md_trousers.jpg,arg-1902-04-30,11210,md,trousers
arg-1902-04-30_sm_items.jpg,arg-1902-04-30,11210,sm,items
arg-1901-11-15_md_interestinggame.jpg,arg-1901-11-15,11211,md,interestinggame
arg-1903-03-28_sm_freshparty.jpg,arg-1903-03-28,11218,sm,freshparty
arg-1904-06-06_sm_missBryden.jpg,arg-1904-06-06,11224,sm,missBryden
arg-1904-06-06_sm_newarmory.jpg,arg-1904-06-06,11224,sm,newarmory
arg-1905-10-02_xl_underwarehouse.jpg,arg-1905-10-02,11229,xl,underwarehouse
arg-1909-03-24_md_swim.jpg,arg-1909-03-24,11235,md,swim
arg-1909-03-24_sm_play.jpg,arg-1909-03-24,11235,sm,play
arg-1899-10-01_sm_notes.jpg,arg-1899-10-01,1294,sm,notes
arg-1899-10-01_md_finefurnishing.jpg,arg-1899-10-01,1294,md,finefurnishing
arg-1905-10-09_sm_ui50mt0.jpg,arg-1905-10-09,1303,sm,ui50mt0
arg-1905-10-09_sm_marriedmen.jpg,arg-1905-10-09,1303,sm,marriedmen
arg-1905-11-06_md_palestine.jpg,arg-1905-11-06,1307,md,palestine
arg-1906-02-12_sm_minstrals.jpg,arg-1906-02-12,1315,sm,minstrals
arg-1906-02-12_md_olympicbar.jpg,arg-1906-02-12,1315,md,olympicbar
arg-1906-04-09_md_girlsbonnet.jpg,arg-1906-04-09,1323,md,girlsbonnet
arg-1906-04-09_sm_luncheon.jpg,arg-1906-04-09,1323,sm,luncheon
arg-1905-12-18_md_bball.jpg,arg-1905-12-18,1329,md,bball
arg-1905-12-18_md_oldbulletproof.jpg,arg-1905-12-18,1329,md,oldbulletproof
arg-1906-01-08_sm_eyeclinic.jpg,arg-1906-01-08,1330,sm,eyeclinic
arg-1906-01-08_sm_critics.jpg,arg-1906-01-08,1330,sm,critics
arg-1906-01-08_sm_libabuse.jpg,arg-1906-01-08,1330,sm,libabuse
arg-1907-02-19_lg_legislators.jpg,arg-1907-02-19,1349,lg,legislators
arg-1907-02-19_sm_indiandeal.jpg,arg-1907-02-19,1349,sm,indiandeal
arg-1907-03-19_lg_contest.jpg,arg-1907-03-19,1369,lg,contest
arg-1907-03-19_lg_adminbuild.jpg,arg-1907-03-19,1369,lg,adminbuild
arg-1907-03-19_md_barber.jpg,arg-1907-03-19,1369,md,barber
arg-1908-02-25_sm_shirts.jpg,arg-1908-02-25,1372,sm,shirts
arg-1908-02-25_md_ely.jpg,arg-1908-02-25,1372,md,ely
arg-1908-02-25_sm_getyour.jpg,arg-1908-02-25,1372,sm,getyour
arg-1908-12-02_md_football.jpg,arg-1908-12-02,1406,md,football
arg-1910-02-01_md_bball.jpg,arg-1910-02-01,1425,md,bball
arg-1910-02-01_md_hotel.jpg,arg-1910-02-01,1425,md,hotel
arg-1909-09-29_md_barber.jpg,arg-1909-09-29,1429,md,barber
arg-1909-09-29_sm_boola.jpg,arg-1909-09-29,1429,sm,boola
arg-1910-04-19_md_baseball.jpg,arg-1910-04-19,1434,md,baseball
arg-1910-04-19_md_rifle.jpg,arg-1910-04-19,1434,md,rifle
arg-1910-04-19_md_davidely.jpg,arg-1910-04-19,1434,md,davidely
arg-1955-01-18_sm_girlsdance.jpg,arg-1955-01-18,2581,sm,girlsdance
arg-1955-01-18_md_snakepit.jpg,arg-1955-01-18,2581,md,snakepit
arg-1955-01-18_md_nurseryrhymes.jpg,arg-1955-01-18,2581,md,nurseryrhymes
arg-1955-02-22_md_lutesong.jpg,arg-1955-02-22,2589,md,lutesong
arg-1955-02-22_md_processelectric.jpg,arg-1955-02-22,2589,md,processelectric
arg-1955-02-22_sm_dearjason.jpg,arg-1955-02-22,2589,sm,dearjason
arg-1955-02-22_md_smilesmoking.jpg,arg-1955-02-22,2589,md,smilesmoking
arg-1955-03-04_sm_snowscuplture.jpg,arg-1955-03-04,2593,sm,snowscuplture
arg-1976-01-16_xl_masthead.jpg,arg-1976-01-16,3770,xl,masthead
arg-1911-03-15_md_williamson.jpg,arg-1911-03-15,980,md,williamson
arg-1911-03-15_md_clash.jpg,arg-1911-03-15,980,md,clash
arg-1911-03-15_sm_florist.jpg,arg-1911-03-15,980,sm,florist
arg-1911-10-03_xl_taft.jpg,arg-1911-10-03,995,xl,taft
arg-1911-10-03_sm_gym.jpg,arg-1911-10-03,995,sm,gym
arg-1911-10-03_md_taylor.jpg,arg-1911-10-03,995,md,taylor
arg-1974-10-18_md_turntable.jpg,arg-1974-10-18,10246,md,turntable
arg-1974-10-18_md_player.jpg,arg-1974-10-18,10246,md,player
arg-1975-01-14_md_tuition.jpg,arg-1975-01-14,10267,md,tuition
arg-1975-02-21_lg_radio.jpg,arg-1975-02-21,10298,lg,radio
arg-1945-01-11_sm_valentines.jpg,arg-1945-01-11,2273,sm,valentines
arg-1945-11-01_sm_farm.jpg,arg-1945-11-01,2297,sm,farm
arg-1946-02-14_sm_fresher.jpg,arg-1946-02-14,2313,sm,fresher
arg-1946-02-14_sm_textbooks.jpg,arg-1946-02-14,2313,sm,textbooks
arg-1946-10-15_md_fire.jpg,arg-1946-10-15,2337,md,fire
arg-1956-01-10_lg_greeks.jpg,arg-1956-01-10,2640,lg,greeks
arg-1956-01-10_md_wind.jpg,arg-1956-01-10,2640,md,wind
arg-1952-01-11_md_clouds.jpg,arg-1952-01-11,2743,md,clouds
arg-1952-09-30_sm_enrollment.jpg,arg-1952-09-30,2899,sm,enrollment
arg-1953-05-05_md_western.jpg,arg-1953-05-05,3027,md,western
arg-1953-05-05_md_blooddrive.jpg,arg-1953-05-05,3027,md,blooddrive
arg-1953-04-17_md_lovely.jpg,arg-1953-04-17,3041,md,lovely
arg-1953-04-17_sm_floats.jpg,arg-1953-04-17,3041,sm,floats
arg-1962-03-08_md_pancakes.jpg,arg-1962-03-08,3146,md,pancakes
arg-1963-02-08_md_radio.jpg,arg-1963-02-08,3196,md,radio
arg-1966-02-15_sm_ski.jpg,arg-1966-02-15,3250,sm,ski
arg-1966-03-04_sm_shirts.jpg,arg-1966-03-04,3254,sm,shirts
arg-1966-03-11_md_chev.jpg,arg-1966-03-11,3256,md,chev
arg-1966-03-11_md_skiing.jpg,arg-1966-03-11,3256,md,skiing
arg-1967-03-21_md_debate.jpg,arg-1967-03-21,3322,md,debate
arg-1967-09-15_sm_movies.jpg,arg-1967-09-15,3338,sm,movies
arg-1967-09-22_sm_draft.jpg,arg-1967-09-22,3340,sm,draft
arg-1967-09-22_sm_library.jpg,arg-1967-09-22,3340,sm,library
arg-1968-01-05_md_rosauers.jpg,arg-1968-01-05,3365,md,rosauers
arg-1968-11-05_sm_prof.jpg,arg-1968-11-05,3395,sm,prof
arg-1974-02-12_md_nihilist.jpg,arg-1974-02-12,3724,md,nihilist
arg-1976-01-23_md_kuid.jpg,arg-1976-01-23,3774,md,kuid
arg-1985-02-26_md_jazz.jpg,arg-1985-02-26,9379,md,jazz
arg-1985-10-11_sm_jacket.jpg,arg-1985-10-11,9411,sm,jacket
arg-1939-09-29_md_propoganda.jpg,arg-1939-09-29,1874,md,propoganda
arg-1939-09-29_xl_football.jpg,arg-1939-09-29,1874,xl,football
arg-1940-04-09_md_newdeal.jpg,arg-1940-04-09,1918,md,newdeal
arg-1940-10-01_md_sliderule.jpg,arg-1940-10-01,1935,md,sliderule
arg-1940-10-15_sm_poll.jpg,arg-1940-10-15,1939,sm,poll
arg-1940-10-15_md_conscription.jpg,arg-1940-10-15,1939,md,conscription
arg-1950-02-17_md_ball.jpg,arg-1950-02-17,2031,md,ball
arg-1950-03-10_md_esquiregirls.jpg,arg-1950-03-10,2037,md,esquiregirls
arg-1950-03-10_md_tootsieroll.jpg,arg-1950-03-10,2037,md,tootsieroll
arg-1950-01-17_md_argo.jpg,arg-1950-01-17,2038,md,argo
arg-1950-01-17_sm_norseski.jpg,arg-1950-01-17,2038,sm,norseski
arg-1950-04-11_sm_jobs.jpg,arg-1950-04-11,2045,sm,jobs
arg-1950-04-11_sm_borah.jpg,arg-1950-04-11,2045,sm,borah
arg-1950-04-11_sm_ufo.jpg,arg-1950-04-11,2045,sm,ufo
arg-1941-02-21_sm_phosphates.jpg,arg-1941-02-21,2094,sm,phosphates
arg-1941-12-19_sm_war.jpg,arg-1941-12-19,2151,sm,war
arg-1941-12-09_xl_warpolicy.jpg,arg-1941-12-09,2159,xl,warpolicy
arg-1941-12-12_md_warnews.jpg,arg-1941-12-12,2168,md,warnews
arg-1942-03-10_sm_kiss.jpg,arg-1942-03-10,2170,sm,kiss
arg-1942-03-10_md_smoke.jpg,arg-1942-03-10,2170,md,smoke
arg-1942-04-07_sm_xray.jpg,arg-1942-04-07,2178,sm,xray
arg-1942-04-07_lg_pepsi.jpg,arg-1942-04-07,2178,lg,pepsi
arg-1942-04-10_sm_doors.jpg,arg-1942-04-10,2179,sm,doors
arg-1942-04-10_sm_navy.jpg,arg-1942-04-10,2179,sm,navy
arg-1951-05-25_md_coedblot.jpg,arg-1951-05-25,2520,md,coedblot
arg-1951-10-12_md_beards.jpg,arg-1951-10-12,2529,md,beards
arg-1951-10-12_lg_football.jpg,arg-1951-10-12,2529,lg,football
arg-1954-05-21_sm_river.jpg,arg-1954-05-21,2549,sm,river
arg-1954-05-21_sm_overdue.jpg,arg-1954-05-21,2549,sm,overdue
arg-1954-12-14_lg_novel.jpg,arg-1954-12-14,2595,lg,novel
arg-1954-12-14_xl_christmas.jpg,arg-1954-12-14,2595,xl,christmas
arg-1957-03-08_sm_flu.jpg,arg-1957-03-08,2722,sm,flu
arg-1957-03-08_sm_peace.jpg,arg-1957-03-08,2722,sm,peace
arg-1952-04-01_sm_beenie.jpg,arg-1952-04-01,2767,sm,beenie
arg-1958-01-21_md_exams.jpg,arg-1958-01-21,2797,md,exams
